id,dataset,order,gender,Games_DFS,Games_SOARS_Involuntariness,Games_SOARS_Effortlessness,Games_ITC_SpatialPresence,Games_ITC_Engagement,Games_ITC_EcologicalValidity,Games_ITC_NegativeEffects,Games_Presence,Games_CharIdentification,Games_TIME,Movies_DFS,Movies_SOARS_Involuntariness,Movies_SOARS_Effortlessness,Movies_ITC_SpatialPresence,Movies_ITC_Engagement,Movies_ITC_EcologicalValidity,Movies_ITC_NegativeEffects,Movies_Presence,Movies_CharIdentification,Movies_TIME
R_TnZGRgkGkIcKcTf,N,1,1,3.7777777777777777,20,27,1.0526315789473684,3.7692307692307696,1,2.1666666666666665,4.333333333333333,1.8,5,3.3333333333333335,10,28,1.2105263157894737,4.538461538461538,1.8,1.6666666666666665,1.6666666666666667,2.2,5
R_2PdG9BUbu51WAM4,N,2,1,4.333333333333333,17,35,4.2105263157894735,4.0769230769230775,4.6000000000000005,1.5,5.666666666666667,7,2,3.7777777777777777,11,31,3,4.0769230769230775,4,1.1666666666666665,3.6666666666666665,4.6,5
R_2RUrwdmAkxWkoXg,N,2,1,4.777777777777778,11,35,2.263157894736842,3.307692307692308,1.4000000000000001,1,3.3333333333333335,1,5,4.111111111111111,11,27,1.3684210526315788,3.6923076923076925,2,1,2.3333333333333335,1,4
R_pH0MYqmNqyhkTKN,N,2,1,4.222222222222222,12,23,3.526315789473684,3.6153846153846154,3.4000000000000004,1.5,4,3.4,5,3.7777777777777777,15,19,3.1578947368421053,4.153846153846154,3.6,2,5,1.6,5
R_1hyZAD6pav1Yd6C,N,1,1,3.7777777777777777,18,23,2.894736842105263,4,2.4000000000000004,1.3333333333333333,3.6666666666666665,3,4,3.6666666666666665,19,28,2.526315789473684,4.0769230769230775,2.6,1.3333333333333333,3,4.2,3
R_3NLrATqQg3uxJju,N,1,2,3.4444444444444446,19,22,3.2105263157894735,3.6923076923076925,3.2,2.6666666666666665,4.666666666666667,3,5,3.3333333333333335,16,24,3.6842105263157894,4,3.6,2.1666666666666665,5,3.8,5
R_3PSslFWZPtdWs7y,N,1,1,3.6666666666666665,10,33,3.4736842105263155,4.6923076923076925,4,2,5.333333333333333,2.2,5,3.4444444444444446,8,29,2.3157894736842106,4.538461538461538,3,1,3.3333333333333335,2.8,4
R_vAc3MD7QKVEumxr,N,2,2,3.3333333333333335,17,26,1.3157894736842104,3.5384615384615388,1.4000000000000001,1.6666666666666665,2,2.2,4,2.888888888888889,18,21,1.789473684210526,3.4615384615384617,3.4000000000000004,1.8333333333333333,3.3333333333333335,2.4,4
R_3imT5ZWOQGZ4Q9j,N,1,1,4.222222222222222,10,28,3.7368421052631575,4.307692307692308,3,1,5.666666666666667,5,4,3.3333333333333335,14,29,2.3684210526315788,4.0769230769230775,3.2,1.3333333333333333,4.333333333333333,2.6,3
R_1RAHseYL9KxUtj3,N,1,2,3.888888888888889,13,24,2.9473684210526314,4.153846153846154,3.2,2.333333333333333,4.333333333333333,1.8,4,3.5555555555555554,23,30,2.789473684210526,4.6923076923076925,4.6000000000000005,1.1666666666666665,2.3333333333333335,2.2,4
R_25IiZbqOR6BFSJr,N,2,2,3.7777777777777777,19,23,3.2105263157894735,3.307692307692308,3.4000000000000004,1.5,5,5.2,4,3.3333333333333335,21,22,2.9473684210526314,2.8461538461538463,3,2,4.333333333333333,3,3
R_wT9XIDlTDtOkZSV,N,2,1,4.777777777777778,9,35,4.684210526315789,5,5,3,7,7,5,4.555555555555555,10,29,3.2105263157894735,4.846153846153847,4.2,2,6.333333333333333,5.2,5
R_vUApPaPxZqMMQzn,N,2,1,4.888888888888889,14,20,2,3.9230769230769234,2.4000000000000004,1.8333333333333333,6.333333333333333,4,5,4.555555555555555,13,33,4.2105263157894735,4.769230769230769,4.6000000000000005,1.6666666666666665,6.333333333333333,5.4,5
R_1Fqu83ctzYbUMNa,N,1,1,3.2222222222222223,14,28,3.526315789473684,3.153846153846154,2.6,3.1666666666666665,6.333333333333333,3.2,4,3,18,19,1.263157894736842,3.4615384615384617,2.2,3.333333333333333,1,3.4,4
R_3NxM5JJvNGyNPhk,N,2,1,4.111111111111111,19,31,4.2105263157894735,4.153846153846154,4.4,2.1666666666666665,6.666666666666667,5.2,5,3.2222222222222223,24,27,2.7368421052631575,4.307692307692308,4.2,1.8333333333333333,6.333333333333333,2.6,4
R_3shW3GA8qVcy4Es,N,1,2,3.3333333333333335,12,29,1.1578947368421053,2.307692307692308,1,1,1.6666666666666667,2.2,4,3.888888888888889,15,29,1.2105263157894737,3.307692307692308,1.2000000000000002,1,1.3333333333333333,1.6,3
R_2dYIKxy4F9dhlFG,N,1,1,3.5555555555555554,10,26,2.4736842105263155,3.384615384615385,1.8,1.3333333333333333,2.6666666666666665,1.2,5,2.888888888888889,16,28,1.4736842105263157,3.307692307692308,2,1.6666666666666665,1.3333333333333333,1.4,4
R_w0sMaAAfeas11bX,N,2,2,4.555555555555555,13,32,4.473684210526316,4.153846153846154,4.2,1.5,6.333333333333333,3.2,5,3.888888888888889,13,29,4.526315789473684,4.6923076923076925,4.2,1.8333333333333333,6,4.2,5
R_D5XK5GVyb2VbmhP,N,2,1,3.888888888888889,18,19,1.6842105263157894,4.230769230769231,2.2,2.833333333333333,6.333333333333333,2.6,5,3.4444444444444446,21,25,2.8421052631578947,4.307692307692308,3.4000000000000004,1,4.666666666666667,1.4,2
R_1E6w3aty8GCVea1,N,2,2,3.6666666666666665,14,24,3.578947368421052,3.9230769230769234,2.6,2.1666666666666665,4.333333333333333,2.6,5,3.3333333333333335,10,31,2.3684210526315788,4.384615384615385,2.4000000000000004,1.6666666666666665,5.333333333333333,3.4,2
R_3EGQOokkMmpLrZg,N,1,1,4.333333333333333,11,32,4.105263157894736,4.307692307692308,4,1.1666666666666665,7,5.2,5,3.7777777777777777,9,34,4,4.538461538461538,4.800000000000001,1,6,5.4,4
R_21FcOaO3mt8NJdu,N,2,2,4.444444444444445,10,33,3.894736842105263,4.846153846153847,3.8000000000000003,1.5,4.666666666666667,6.8,5,2.6666666666666665,23,30,2.8421052631578947,4.769230769230769,3,1.6666666666666665,3,3.8,2
R_2dZv4gJ3MBJ51to,N,1,1,4,9,26,3.8421052631578947,4.384615384615385,3.4000000000000004,3.333333333333333,5.333333333333333,4.4,4,4.111111111111111,10,26,3.789473684210526,4.461538461538462,4,2.6666666666666665,6.333333333333333,5.4,4
R_1qUQtAwcr36ag9v,N,1,2,3.888888888888889,14,30,2.3684210526315788,3.4615384615384617,3,1.6666666666666665,3.3333333333333335,3.6,3,3.6666666666666665,12,27,2.052631578947368,3.4615384615384617,3.4000000000000004,1,3.3333333333333335,3,3
R_4YnVfFkBB3UFIcN,N,1,1,3.6666666666666665,16,25,2.631578947368421,4.153846153846154,2.2,1.6666666666666665,4.333333333333333,5,4,3,10,29,1.1052631578947367,3,2.6,1,1.6666666666666667,3.6,3
R_2zMw9I9BcIlKHKr,N,2,1,3.4444444444444446,6,20,4.631578947368421,4.6923076923076925,4.6000000000000005,1.6666666666666665,5.333333333333333,3,5,3.6666666666666665,14,20,3,3,2.8000000000000003,4.166666666666666,4.666666666666667,3.2,4
R_1LjeV9JCjfXqhGN,N,1,2,4.222222222222222,13,29,3.31578947368421,3.9230769230769234,3.2,1.8333333333333333,5.333333333333333,4.8,4,4.222222222222222,17,29,3.2105263157894735,4.615384615384616,3.2,1,6,3.4,4
R_1pLIszddTcL9MRV,N,2,2,4.222222222222222,11,32,3.4736842105263155,4.769230769230769,3.4000000000000004,2.5,4,3.8,5,3.4444444444444446,12,23,3.2105263157894735,3.9230769230769234,2.6,2,6,2.2,4
R_xf4RAR3yFJcKeC5,N,2,2,3.6666666666666665,12,30,4,3.7692307692307696,4,1.8333333333333333,5.333333333333333,5,5,3.5555555555555554,10,30,3.894736842105263,4,4,2,5.333333333333333,1.8,4
R_2eWGwrZocNlRJFd,N,1,1,4.111111111111111,12,31,4.368421052631579,4.923076923076923,3.6,1.1666666666666665,6.666666666666667,4.2,4,3.7777777777777777,18,30,1.9473684210526314,3.7692307692307696,3.4000000000000004,1.3333333333333333,3.6666666666666665,2.2,2
R_114Uij45do4BffS,N,1,2,4.333333333333333,7,31,3.31578947368421,4.923076923076923,3.6,1,5.333333333333333,2,5,3.7777777777777777,8,32,1.3684210526315788,4.6923076923076925,2.4000000000000004,1,1.6666666666666667,2.4,4
R_2cwijETGzTdcizs,N,2,1,4.111111111111111,12,33,4.526315789473684,3.9230769230769234,4.4,1.8333333333333333,6,5.2,5,3.5555555555555554,15,29,3.4210526315789473,3.5384615384615388,4,1,4.333333333333333,5.4,5
R_wY22ORALDtI7Oa5,N,2,1,3.888888888888889,19,23,1.526315789473684,3.153846153846154,2,2.333333333333333,3,1.4,5,3.888888888888889,11,25,1.526315789473684,2.769230769230769,3.2,2.1666666666666665,3.6666666666666665,2.4,4
R_2co84Tdt4mTikkR,N,2,1,4.555555555555555,13,35,2.4736842105263155,4.615384615384616,2.4000000000000004,1,3,3.6,5,4.111111111111111,9,30,2.7368421052631575,4.846153846153847,3.2,1.3333333333333333,4,3,5
R_3eadzUtsc5bXFF1,N,1,1,3.888888888888889,6,31,4.105263157894736,4.384615384615385,3.4000000000000004,3.1666666666666665,6,3.2,5,4,14,31,3.789473684210526,4.461538461538462,4.6000000000000005,1.3333333333333333,4.666666666666667,4.6,2
R_23Q7DyegoZqvr7X,N,1,1,3.7777777777777777,10,29,4.7368421052631575,4.846153846153847,4.2,2.333333333333333,6.666666666666667,4,5,3.7777777777777777,20,20,3.789473684210526,4.923076923076923,4.6000000000000005,1.1666666666666665,7,6.4,4
R_2TLhFydz8Y8xgcQ,N,1,1,3.6666666666666665,9,31,3.4210526315789473,3.9230769230769234,3.6,2,5,4.8,5,3,20,22,2.4736842105263155,3.8461538461538463,3.2,2,2,4.6,4
R_3EFEmcoZnVbFqn7,N,1,1,3.5555555555555554,19,22,3.6842105263157894,4.0769230769230775,4,1.3333333333333333,5.666666666666667,5.8,5,3,23,27,3.894736842105263,5,3.4000000000000004,1,4,4.4,5
R_3DdRyoz7JhkwfXQ,N,1,1,3.4444444444444446,7,27,1.9473684210526314,2.153846153846154,1.8,1,3,1.4,3,4,9,30,1.789473684210526,3.6923076923076925,4.6000000000000005,1,2.3333333333333335,3.2,4
R_uvJdijyKhJbhFcd,N,1,2,3.3333333333333335,11,23,1.894736842105263,3.230769230769231,2,2,1.6666666666666667,3.6,4,3.2222222222222223,12,25,1.9473684210526314,3.153846153846154,2.4000000000000004,2,1,2.2,4
R_3m7TFbWCTHsS6Nr,N,2,1,4,13,21,3.631578947368421,4.230769230769231,2.4000000000000004,2.5,4.333333333333333,2.4,4,3.4444444444444446,14,23,2,3.230769230769231,2.8000000000000003,2.5,3.3333333333333335,3.4,3
R_1mWArNNN8fWHr4J,N,2,1,4.111111111111111,13,33,3.4736842105263155,4.615384615384616,2.8000000000000003,1.1666666666666665,5,5.4,5,3.2222222222222223,9,28,2.8421052631578947,3.5384615384615388,4.4,2.333333333333333,6,2.8,4
R_3L6DoalB2kAlI7o,N,1,2,3.111111111111111,16,20,2.4736842105263155,3.384615384615385,3.6,1.1666666666666665,5.333333333333333,2.6,5,3.5555555555555554,15,24,2,2.8461538461538463,2.6,1.1666666666666665,3.3333333333333335,4,4
R_r9Cr9AwjZFgnWzn,N,1,1,4.222222222222222,12,24,3.578947368421052,3.9230769230769234,3.4000000000000004,1.6666666666666665,4.666666666666667,4.6,5,3.888888888888889,12,24,3.7368421052631575,4.0769230769230775,3.6,2.6666666666666665,4.666666666666667,4.2,4
R_1n0YPm0fgsXwDMh,N,2,1,3.4444444444444446,14,24,1.4736842105263157,3.6923076923076925,1.2000000000000002,2,2.6666666666666665,2,4,3.111111111111111,21,26,2.1052631578947367,3.5384615384615388,2,2,2.6666666666666665,3.2,4
R_WxtcqRpwDvlZNq9,N,1,1,4,17,25,4,3.7692307692307696,4.4,1.8333333333333333,5.333333333333333,3,5,4.555555555555555,18,22,4.473684210526316,4.384615384615385,4.6000000000000005,1.6666666666666665,6.333333333333333,5.4,5
R_3g4Jifk2CztgjZg,N,1,2,4.111111111111111,10,25,1.263157894736842,2.5384615384615388,1.6,1.3333333333333333,3.6666666666666665,1.8,3,3.2222222222222223,7,33,1.263157894736842,3.6923076923076925,1.6,1,2,2,4
R_6DzWWH6V4pWzOnv,N,2,2,4,11,30,4.421052631578947,4.538461538461538,3.8000000000000003,1.1666666666666665,5.666666666666667,3.6,4,3.7777777777777777,14,29,2.8421052631578947,4.6923076923076925,2.8000000000000003,1.1666666666666665,2.3333333333333335,2.6,3
R_39J0ORCCwyyQDHr,N,2,1,3.7777777777777777,16,28,2.631578947368421,3.307692307692308,3,1.3333333333333333,2.6666666666666665,4,4,3.4444444444444446,16,28,1.3684210526315788,3.384615384615385,3,1.3333333333333333,2.3333333333333335,2,3
R_RXpQ4MOkH8Utifv,N,1,1,3.888888888888889,6,26,3.4210526315789473,4.538461538461538,3.8000000000000003,1.6666666666666665,6.333333333333333,5,5,3.5555555555555554,30,20,3.31578947368421,4.6923076923076925,4.800000000000001,1.3333333333333333,5.666666666666667,3.8,4
R_yqfGMsG3xZ9Kvnj,N,1,2,3.7777777777777777,12,23,3.631578947368421,3.8461538461538463,3.2,2.333333333333333,5.333333333333333,2.2,5,3.5555555555555554,12,30,2.7368421052631575,3.9230769230769234,3.8000000000000003,2.1666666666666665,5,2.4,4
R_33dI60aKBJMiKvm,N,1,2,4.444444444444445,14,31,2.4736842105263155,3.4615384615384617,3.2,1.1666666666666665,2.3333333333333335,3.8,5,4.444444444444445,19,30,1.894736842105263,3.6153846153846154,4.2,1,2,3,4
R_8hSVwXKzdqmyqFX,N,2,1,4.555555555555555,20,21,2.5789473684210527,3.7692307692307696,3,1.3333333333333333,5.333333333333333,3.4,5,4.555555555555555,16,24,3.3684210526315788,3.4615384615384617,3.2,3,5.333333333333333,4.2,4
R_2SqMUIkFZnquN0R,N,2,2,4.333333333333333,5,31,2.3684210526315788,4.923076923076923,2.2,1.5,5,5.4,5,4.444444444444445,6,26,1.8421052631578947,4.6923076923076925,2.6,1.3333333333333333,2.6666666666666665,3.8,5
R_1KlLVfbt9Xbgzc1,N,2,1,3.2222222222222223,15,21,1.5789473684210527,2.5384615384615388,1.8,1.3333333333333333,3,1.8,3,2.2222222222222223,14,27,1.3684210526315788,2.6923076923076925,2.8000000000000003,1.6666666666666665,2,2.6,2
R_01w5ANcAkMsjt3b,N,1,2,3.2222222222222223,19,22,2.052631578947368,3.076923076923077,1.4000000000000001,1.5,1,3.2,4,3.111111111111111,15,28,1.3684210526315788,3.4615384615384617,1.8,1,1,1.8,4
R_2fdtpIkcQsAlcna,N,1,1,3.5555555555555554,13,24,3.631578947368421,4.538461538461538,2.6,1.3333333333333333,5.333333333333333,5.6,5,3.5555555555555554,10,29,1.3157894736842104,3.6923076923076925,3.4000000000000004,1,2.3333333333333335,1.8,4
R_1HoycI0C5fBIKLE,N,2,1,3.111111111111111,31,18,1.5789473684210527,3.307692307692308,2.8000000000000003,1.3333333333333333,3,4,5,2.888888888888889,9,22,1.4210526315789473,3.8461538461538463,3.6,1,1.3333333333333333,1.2,4
R_3EgRbZY3unRbz8D,N,2,1,3.111111111111111,16,22,3.052631578947368,3.9230769230769234,3,3.333333333333333,5,4.2,3,3,22,23,2.1578947368421053,3.9230769230769234,3.8000000000000003,2.5,1.3333333333333333,3.8,3
R_2eWQS7GrkJxpBWJ,N,1,2,3.6666666666666665,13,28,3.631578947368421,4.769230769230769,3.4000000000000004,2,5.333333333333333,4.4,5,4.666666666666667,12,30,4.263157894736842,4.769230769230769,4.6000000000000005,1.5,6,5.8,4
R_1FembHPXwSqm5Rp,N,1,1,3.7777777777777777,15,25,3.4736842105263155,4,4.2,1.8333333333333333,4.333333333333333,4.6,5,3.7777777777777777,13,23,2.789473684210526,3.384615384615385,3.2,1.6666666666666665,3.6666666666666665,4.4,3
R_3iWkNslIDLxiCSX,N,1,1,3.2222222222222223,13,23,4,4.153846153846154,4.4,2,5,4.2,5,3.6666666666666665,22,25,3.7368421052631575,4.230769230769231,3.6,1.3333333333333333,5.333333333333333,5.2,5
R_1lyMJ9WdHY7eucn,N,2,2,3.5555555555555554,15,25,3.1052631578947367,4.769230769230769,2,3.6666666666666665,5.333333333333333,1.8,5,2.4444444444444446,23,34,2.631578947368421,4.846153846153847,4,1,5,3.6,5
R_2QL0eLcpMjijkgB,N,2,2,4.888888888888889,14,32,4.789473684210526,5,4.4,1.6666666666666665,7,3.8,5,3.888888888888889,17,28,3.7368421052631575,4.538461538461538,5,1.5,6,4.4,4
R_xFM3kxDqXmg6xt7,N,2,1,4.222222222222222,5,35,1.7368421052631577,2.3846153846153846,2.6,1,5,3.4,3,4.444444444444445,5,34,1,3,2.6,1,1,1,2
R_dg98hxFT3KrYP5f,N,2,2,3.5555555555555554,7,30,3.6842105263157894,4.923076923076923,3.2,1.3333333333333333,5.333333333333333,2.2,3,3.4444444444444446,10,33,1.526315789473684,4.307692307692308,2.8000000000000003,1.8333333333333333,3.3333333333333335,2.2,3
R_23efNPcdMi9BUnJ,N,2,2,5,10,26,3.6842105263157894,4,4,2.6666666666666665,7,3.8,4,4.888888888888889,10,22,4.894736842105263,4.923076923076923,4.800000000000001,2.833333333333333,7,2,4
R_2c1kLZwe8ghIpyo,N,1,1,4.777777777777778,17,24,3.526315789473684,4.153846153846154,3.8000000000000003,2.1666666666666665,5.666666666666667,3.2,4,3.3333333333333335,29,33,2.631578947368421,4.6923076923076925,4,1.5,4.333333333333333,3.2,3
R_3fjar6iolgNTrs8,N,1,2,3.5555555555555554,10,24,2,2.9230769230769234,2.6,1.8333333333333333,1.6666666666666667,4.2,4,3.888888888888889,16,26,1.894736842105263,2.9230769230769234,2.4000000000000004,2.5,4.333333333333333,2.6,3
R_2b1Ah75JPvTR3XA,N,2,1,4.111111111111111,8,26,2.789473684210526,4.384615384615385,2.4000000000000004,1.5,6.333333333333333,3.8,5,3.2222222222222223,8,26,2.894736842105263,4.0769230769230775,3,1.6666666666666665,6,4.4,5
R_1lspOubKFdE8xO9,N,1,1,4.111111111111111,15,23,2.4210526315789473,3.6923076923076925,2,1.1666666666666665,3,1,3,3.7777777777777777,19,25,1.263157894736842,4.230769230769231,1.6,2,2.3333333333333335,1.8,4
R_31GBYCCwMNDXXfE,N,1,1,3.888888888888889,10,27,3.894736842105263,4.0769230769230775,4,1.5,5.333333333333333,5,5,3.111111111111111,30,27,4,4.0769230769230775,4.4,1.3333333333333333,5.666666666666667,4,4
